kt
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.021134389216287495
0.06149317095409118
0.06564046842604458
0.06502899500355322
0.07471352867122374
0.04115013233407717
0.021128906477146013
0.003422602054115895
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.029984120814284664
0.051364378442915394
0.1075738198208924
0.10035277230157483
0.08627893818526194
0.06402921480730425
0.02640424506698675
0.003157465999105127
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.011180182657092152
0.032444185901315245
0.057279050433259655
0.05855462095507931
0.037279716682053585
0.0280781115081578
0.012257960210417002
0.004155793075648695
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.016471460353796413
0.06746473286227005
0.1033610751153212
0.10102930075763436
0.10350026048818178
0.06509716148361878
0.02107458658076372
0.005143788232003255
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.048301424737407866
0.10409150415156501
0.17060639591498727
0.15732804231051328
0.12425388553965894
0.06191951200133447
0.0409563286187237
0.005013982462301631
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.05095604309403577
0.08727297254857827
0.138197406972025
0.1501963878438297
0.11376553073486195
0.07532477492980628
0.04507782148744365
0.00498475643015805
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.019115460360735262
0.04248822648640935
0.06734027302557219
0.07093531644729723
0.06406411668220363
0.03991905228294486
0.02098586092276704
0.004966154447882647
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.02409701463968549
0.06002311126751526
0.08563144751612323
0.0963900926389693
0.08727866199120511
0.057241961435312114
0.02674569606990946
0.004426433218461591
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.02563717312430803
0.03274442096730917
0.04300788581487294
0.07185232679071465
0.0625494418899657
0.05819648487928364
0.028719764464323547
0.004100895867894693
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.019343609025794264
0.05334457328344937
0.10553064151776964
0.10926311815002585
0.1178176241661156
0.06320889824267306
0.036684751302719656
0.008047253357009078
0.0
0.0
0.0
0.0
0.0
0.0
0.0
