kt
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.024412477066847252
0.047484506520420716
0.07371991701326017
0.09208733521293982
0.09183143022316573
0.062489795596269215
0.02863950101349739
0.0034998254710648666
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.013846972594475624
0.02967375590657194
0.05338822260098859
0.08002306117613399
0.09270948363191397
0.07477285063517233
0.04585151321815735
0.005650959563671865
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.010061278178672913
0.0278974807717219
0.04772009856062953
0.06358666868390891
0.07624660611803509
0.06668074399963764
0.02894224936539029
0.0037657988406224153
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.012843583522367277
0.04442619227480793
0.07972821543644687
0.08690808637705363
0.06655762158085848
0.05313039137614731
0.029081107542228694
0.006434134391854827
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.02085614236128376
0.0352945334266563
0.053263445495440265
0.06673356669010444
0.07247540593046699
0.03727783458878424
0.018644391774662216
0.003635318229297255
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.012316773565188925
0.05078635458954876
0.07639116485251246
0.08662739876882024
0.08077902734378027
0.05699199122693066
0.023796262386870097
0.004592532659308237
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0198089730611404
0.05231804600920208
0.07298312173589522
0.06381957980300527
0.051728057823274824
0.04027022036103728
0.022257153970725266
0.005255724613839639
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.020513961936973787
0.06143251072610385
0.10289457691389096
0.11352275039053354
0.1049577280696539
0.08058240960263494
0.03405490552943068
0.0063913697436354215
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.01041310755794636
0.05380536891939901
0.05892845062720922
0.05286015630185113
0.06582799924620866
0.03637479205804686
0.02032429471260349
0.004423564117426505
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.02565442446615876
0.0810254168833861
0.13791554159330413
0.11598126745542572
0.07939578758197373
0.05393238725216766
0.02950758402406957
0.006051841487434133
0.0
0.0
0.0
0.0
0.0
0.0
