date,Qg,Qdir,Qdif,alt,azi
2016-01-04_02:00:00,0.0,0.0,0.0,-50.806205443400664,54.74999105514428
2016-01-04_03:00:00,0.0,0.0,0.0,-42.61188662528436,71.05820063009895
2016-01-04_04:00:00,0.0,0.0,0.0,-33.62823794284331,84.44548777848445
2016-01-04_05:00:00,0.0,0.0,0.0,-24.44132648713047,96.2684912184576
2016-01-04_06:00:00,0.0,0.0,0.0,-15.458611459273142,107.43831241797432
2016-01-04_07:00:00,0.0,0.0,0.0,-7.006644499556425,118.58265850748319
2016-01-04_08:00:00,1.105684141256606e-16,9.23246257949266e-17,1.8243788330734e-17,1.0430017685469788,130.15367041168497
2016-01-04_09:00:00,7.026404711898859,5.867047934435547,1.1593567774633118,7.144297836422082,142.45788922841575
2016-01-04_10:00:00,202.36590993064715,168.97553479209037,33.390375138556784,11.843044706767152,155.62269398229114
2016-01-04_11:00:00,97.3530155122238,81.28976795270688,16.063247559516928,14.592459359601737,169.53450567021332
2016-01-04_12:00:00,184.34446204403812,153.92762580677183,30.416836237266292,15.12854591362381,-176.17628756411014
2016-01-04_13:00:00,10.762455153948828,8.98665005354727,1.7758051004015567,13.397823332817671,-162.02730026340015
2016-01-04_14:00:00,87.94579091993448,73.4347354181453,14.51105550178919,9.570276829938207,-148.47929437708652
2016-01-04_15:00:00,7.544540970009626,6.299691709958037,1.2448492600515884,4.016903041992948,-135.77041628486705
2016-01-04_16:00:00,0.0,0.0,0.0,-2.8218042259162184,-123.8791088301825
2016-01-04_17:00:00,0.0,0.0,0.0,-11.405035647967885,-112.57538297389095
2016-01-04_18:00:00,0.0,0.0,0.0,-20.167771884566687,-101.47422464956026
2016-01-04_19:00:00,0.0,0.0,0.0,-29.298946340454,-90.03798081752973
2016-01-04_20:00:00,0.0,0.0,0.0,-38.42829827991517,-77.50628752192722
2016-01-04_21:00:00,0.0,0.0,0.0,-47.07169485711801,-62.75077243629056
2016-01-04_22:00:00,0.0,0.0,0.0,-54.47014444164898,-44.16871944279575
2016-01-04_23:00:00,0.0,0.0,0.0,-59.404070123022386,-20.318874906655537
2016-01-05_00:00:00,0.0,0.0,0.0,-60.44619131742686,7.394954294172749
2016-01-05_01:00:00,0.0,0.0,0.0,-57.196011126408685,33.5482115686882
2016-01-05_02:00:00,0.0,0.0,0.0,-50.776271808916746,54.52141131233361
2016-01-05_03:00:00,0.0,0.0,0.0,-42.59724911928246,70.85845995014085
2016-01-05_04:00:00,0.0,0.0,0.0,-33.619735517218665,84.26813396160054
2016-01-05_05:00:00,0.0,0.0,0.0,-24.43242405970454,96.10610629086688
2016-01-05_06:00:00,0.0,0.0,0.0,-15.444320861343654,107.28518291220837
2016-01-05_07:00:00,0.0,0.0,0.0,-6.982347366121015,118.43502368993165
2016-01-05_08:00:00,1.4488721131379095e-16,1.2098082144701544e-16,2.390638986677551e-17,1.0764649060399079,130.0097597697847
2016-01-05_09:00:00,107.00651052048147,89.35043628460203,17.656074235879444,7.197711131642138,142.31816289867106
2016-01-05_10:00:00,12.989251364514287,10.84602488936943,2.1432264751448575,11.915835087924865,155.49005886527732
2016-01-05_11:00:00,65.41326945184835,54.62007999229337,10.793189459554979,14.685045649311137,169.41387777762407
2016-01-05_12:00:00,91.28352889335821,76.2217466259541,15.061782267404105,15.239384866908315,-176.27959908702286
2016-01-05_13:00:00,86.54400804447053,72.26424671713289,14.279761327337638,13.523462679892809,-162.10982384183293
2016-01-05_14:00:00,64.9686315145521,54.248807314651,10.719824199901097,9.706122116184845,-148.54066444873484
2016-01-05_15:00:00,11.34011307047099,9.468994413843276,1.8711186566277134,4.156157629654274,-135.81291594065755
2016-01-05_16:00:00,0.0,0.0,0.0,-2.6222223214222953,-123.90635027400987
2016-01-05_17:00:00,0.0,0.0,0.0,-11.256135751671257,-112.59129032270445
2016-01-05_18:00:00,0.0,0.0,0.0,-20.0178030791773,-101.48279068069587
2016-01-05_19:00:00,0.0,0.0,0.0,-29.14851566191367,-90.04386486730914
2016-01-05_20:00:00,0.0,0.0,0.0,-38.27774888423827,-77.51653691658242
2016-01-05_21:00:00,0.0,0.0,0.0,-46.92191025803325,-62.77853533875145
2016-01-05_22:00:00,0.0,0.0,0.0,-54.324640319584766,-44.23918260324359
2016-01-05_23:00:00,0.0,0.0,0.0,-59.27283092118824,-20.466774649759884
2016-01-06_00:00:00,0.0,0.0,0.0,-60.34485291466021,7.166828940484834
2016-01-06_01:00:00,0.0,0.0,0.0,-57.13093635939069,33.29540215950885
2016-01-06_02:00:00,0.0,0.0,0.0,-50.738916393228244,54.28861258929351
2016-01-06_03:00:00,0.0,0.0,0.0,-42.575637169779235,70.65394384387776
2016-01-06_04:00:00,0.0,0.0,0.0,-33.604518859411705,84.0861656596337
2016-01-06_05:00:00,0.0,0.0,0.0,-24.416889829342644,95.9394970765403
2016-01-06_06:00:00,0.0,0.0,0.0,-15.42334871200762,107.12829869671498
2016-01-06_07:00:00,0.0,0.0,0.0,-6.951088085043867,118.28416793182248
2016-01-06_08:00:00,1.137619687533578e-16,9.499124390905376e-17,1.877072484430404e-17,1.11632867355141,129.86326443329472
2016-01-06_09:00:00,122.9675482624212,102.67790279912171,20.2896454632995,7.2583202423526725,142.1766472340205
2016-01-06_10:00:00,46.34652205365831,38.69934591480469,7.647176138853622,11.99602340892175,155.35663209739187
2016-01-06_11:00:00,154.36921442970637,128.89829404880481,25.470920380901553,14.78505888177859,169.29364580298488
2016-01-06_12:00:00,110.78042061756518,92.50165121566693,18.278769401898256,15.357484572775626,-176.38123624042137
2016-01-06_13:00:00,168.10276053882666,140.36580504992025,27.7369554889064,13.656003619648928,-162.18946165628955
2016-01-06_14:00:00,38.14580892562286,31.851750452895086,6.294058472727772,9.848372540482794,-148.59813440171683
2016-01-06_15:00:00,17.555696525789052,14.659006599033859,2.8966899267551938,4.301323294172085,-135.85073373392913
2016-01-06_16:00:00,0.0,0.0,0.0,-2.4164701515188947,-123.92831026524627
2016-01-06_17:00:00,0.0,0.0,0.0,-11.102304651779178,-112.60141029363771
2016-01-06_18:00:00,0.0,0.0,0.0,-19.863185648891005,-101.4850681137716
2016-01-06_19:00:00,0.0,0.0,0.0,-28.993538780832772,-90.04289213663492
2016-01-06_20:00:00,0.0,0.0,0.0,-38.12253086679387,-77.51925917473801
2016-01-06_21:00:00,0.0,0.0,0.0,-46.76703340321168,-62.79806959455675
2016-01-06_22:00:00,0.0,0.0,0.0,-54.17324520115667,-44.30109840762299
2016-01-06_23:00:00,0.0,0.0,0.0,-59.134604656739576,-20.607408600503845
2016-01-07_00:00:00,0.0,0.0,0.0,-60.23566771285599,6.941869640989296
2016-01-07_01:00:00,0.0,0.0,0.0,-57.0579605185301,33.04109462825903
2016-01-07_02:00:00,0.0,0.0,0.0,-50.69410188732597,54.05189572570214
2016-01-07_03:00:00,0.0,0.0,0.0,-42.547001273264755,70.44487921462587
2016-01-07_04:00:00,0.0,0.0,0.0,-33.58253873935684,83.89976265759105
2016-01-07_05:00:00,0.0,0.0,0.0,-24.394681034876708,95.76881515173619
2016-01-07_06:00:00,0.0,0.0,0.0,-15.395662263888417,106.96779417674225
2016-01-07_07:00:00,0.0,0.0,0.0,-6.91283444231205,118.13021468949006
2016-01-07_08:00:00,0.7158435264729939,0.5977293446049499,0.118114181868044,1.1626384516734318,129.71430032132446
2016-01-07_09:00:00,68.43166595691626,57.14044107402508,11.291224882891184,7.326120980055223,142.03345244820343
2016-01-07_10:00:00,141.07385405750432,117.7966681380161,23.277185919488215,12.083587340283657,155.22251928413448
2016-01-07_11:00:00,111.38039233230826,93.0026275974774,18.377764734830865,14.892460179024942,169.1739114425925
2016-01-07_12:00:00,52.53020657614471,43.86272249108083,8.667484085063878,15.48279008013108,-176.48110150145467
2016-01-07_13:00:00,68.80462975940983,57.45186584910721,11.352763910302624,13.795376256563442,-162.26612239163896
2016-01-07_14:00:00,58.50531199418075,48.85193551514092,9.653376479039824,9.996946391889516,-148.65162245200702
2016-01-07_15:00:00,14.104484484024212,11.777244544160217,2.327239939863995,4.45231800919163,-135.8838003572099
2016-01-07_16:00:00,0.0,0.0,0.0,-2.2069666125623164,-123.94493338857575
2016-01-07_17:00:00,0.0,0.0,0.0,-10.943648508743351,-112.60570131932718
2016-01-07_18:00:00,0.0,0.0,0.0,-19.704030161130763,-101.48102833005174
2016-01-07_19:00:00,0.0,0.0,0.0,-28.83412664038225,-90.03504545714333
2016-01-07_20:00:00,0.0,0.0,0.0,-37.962755069646455,-77.51444540977332
2016-01-07_21:00:00,0.0,0.0,0.0,-46.607175382391496,-62.80936448715477
2016-01-07_22:00:00,0.0,0.0,0.0,-54.01607000794714,-44.35441966286726
2016-01-07_23:00:00,0.0,0.0,0.0,-58.9894921139125,-20.740607049115567
2016-01-08_00:00:00,0.0,0.0,0.0,-60.118696039901685,6.720421975583463
2016-01-08_01:00:00,0.0,0.0,0.0,-56.977086479183214,32.78567379884532
2016-01-08_02:00:00,0.0,0.0,0.0,-50.641794316742306,53.81157070222355
2016-01-08_03:00:00,0.0,0.0,0.0,-42.511294113738614,70.23150159734502
2016-01-08_04:00:00,0.0,0.0,0.0,-33.5537475489072,83.70911191443543
2016-01-08_05:00:00,0.0,0.0,0.0,-24.36575635348099,95.59421798789003
2016-01-08_06:00:00,0.0,0.0,0.0,-15.361230253417505,106.80380869760023
2016-01-08_07:00:00,0.0,0.0,0.0,-6.867552553450444,117.97329167317872
2016-01-08_08:00:00,0.6787695739826836,0.5667725942755407,0.1119969797071428,1.2154428707208544,129.56298713449934
2016-01-08_09:00:00,97.92171556944105,81.76463250048327,16.157083068957775,7.4011073302219,141.88869223823502
2016-01-08_10:00:00,33.78001417023894,28.206311832149517,5.573702338089426,12.1785021110604,155.08782935564773
2016-01-08_11:00:00,22.283199316749027,18.60647142948544,3.67672788726359,15.00720772745926,169.05477960993812
2016-01-08_12:00:00,173.55512993245472,144.91853349359968,28.63659643885503,15.615242999901392,-176.57909433336053
2016-01-08_13:00:00,101.24706208480117,84.54129684080898,16.705765243992193,13.941506791121796,-162.33971215977598
2016-01-08_14:00:00,49.10606156118675,41.003561403590936,8.102500157595815,10.15175764605416,-148.7010449462776
2016-01-08_15:00:00,16.469354151009778,13.751910716093164,2.7174434349166137,4.60905390985569,-135.91204547556853
2016-01-08_16:00:00,0.0,0.0,0.0,-1.9965891935300433,-123.95616403659704
2016-01-08_17:00:00,0.0,0.0,0.0,-10.780276949875416,-112.60412240464518
2016-01-08_18:00:00,0.0,0.0,0.0,-19.54045083382202,-101.47064398538566
2016-01-08_19:00:00,0.0,0.0,0.0,-28.67039343855353,-90.02030966301464
2016-01-08_20:00:00,0.0,0.0,0.0,-37.798535201296886,-77.50208966222823
2016-01-08_21:00:00,0.0,0.0,0.0,-46.442449854282,-62.81241371757807
2016-01-08_22:00:00,0.0,0.0,0.0,-53.853228284351054,-44.39910620130064
2016-01-08_23:00:00,0.0,0.0,0.0,-58.83759761116911,-20.866210114565547
2016-01-09_00:00:00,0.0,0.0,0.0,-59.994003163630445,6.502825735694387
2016-01-09_01:00:00,0.0,0.0,0.0,-56.88832181142554,32.52952885354097
2016-01-09_02:00:00,0.0,0.0,0.0,-50.58196292083844,53.5679562447055
2016-01-09_03:00:00,0.0,0.0,0.0,-42.46847042110404,70.0140549578249
2016-01-09_04:00:00,0.0,0.0,0.0,-33.518099126320436,83.51440745238091
2016-01-09_05:00:00,0.0,0.0,0.0,-24.330075695841305,95.41586888233797
2016-01-09_06:00:00,0.0,0.0,0.0,-15.320022679131402,106.63648649400909
2016-01-09_07:00:00,0.0,0.0,0.0,-6.81520608365614,117.81353081443683
2016-01-09_08:00:00,0.5525165144427172,0.46135128955966886,0.09116522488304835,1.274793379435372,129.40944834222677
2016-01-09_09:00:00,28.922301257014798,24.150121549607356,4.7721797074074415,7.483271655792889,141.74248380196678
2016-01-09_10:00:00,50.19311301690717,41.911249369117485,8.281863647789683,12.280740747517292,154.95267461461265
2016-01-09_11:00:00,138.37356530092555,115.54192702627283,22.831638274652718,15.129257017355583,168.93635851277372
2016-01-09_12:00:00,133.98561892186498,111.87799179975727,22.107627122107722,15.754781738059819,-176.67511108510652
2016-01-09_13:00:00,57.73309063814743,48.207130682853105,9.525959955294326,14.094317746379756,-162.41013439364067
2016-01-09_14:00:00,143.95378593249998,120.20141125363749,23.7523746788625,10.31271618701307,-148.7463162552562
2016-01-09_15:00:00,6.4610744488042595,5.394997164751556,1.0660772840527029,4.771437569304417,-135.93539761631996
2016-01-09_16:00:00,0.0,0.0,0.0,-1.7883441289925515,-123.96194629649747
2016-01-09_17:00:00,0.0,0.0,0.0,-10.612302670358659,-112.59663299529694
2016-01-09_18:00:00,0.0,0.0,0.0,-19.372565221623017,-101.45388885428247
2016-01-09_19:00:00,0.0,0.0,0.0,-28.502456288677163,-89.99867139882974
2016-01-09_20:00:00,0.0,0.0,0.0,-37.629987458141954,-77.48218867904694
2016-01-09_21:00:00,0.0,0.0,0.0,-46.27297262657233,-62.807215163259684
2016-01-09_22:00:00,0.0,0.0,0.0,-53.6848357276797,-44.435124719596615
2016-01-09_23:00:00,0.0,0.0,0.0,-58.67902849914979,-20.98406811112227
2016-01-10_00:00:00,0.0,0.0,0.0,-59.861658918360376,6.289413415960098
2016-01-10_01:00:00,0.0,0.0,0.0,-56.7916786899307,32.273051424441405
2016-01-10_02:00:00,0.0,0.0,0.0,-50.51458025109584,53.32137831642382
2016-01-10_03:00:00,0.0,0.0,0.0,-42.4184871360691,69.79279055652944
2016-01-10_04:00:00,0.0,0.0,0.0,-33.475548930724436,83.31584942460279
2016-01-10_05:00:00,0.0,0.0,0.0,-24.287600370297493,95.23393611855738
2016-01-10_06:00:00,0.0,0.0,0.0,-15.27201093308491,106.46597589205982
2016-01-10_07:00:00,0.0,0.0,0.0,-6.755755633632213,117.65106747444395
2016-01-10_08:00:00,1.0740137649333348,0.8968014937193345,0.17721227121400024,1.3407434860456016,129.25381038221337
2016-01-10_09:00:00,110.0538492392307,91.89496411475764,18.158885124473066,7.572604723693274,141.59494701387644
2016-01-10_10:00:00,196.07197178687,163.72009644203644,32.35187534483355,12.390274243207644,154.81716989208917
2016-01-10_11:00:00,254.44176722662166,212.4588756342291,41.982891592392576,15.258561146913076,168.81875881389692
2016-01-10_12:00:00,62.92797039191169,52.54485527724626,10.38311511466543,15.901341936975369,-176.76904580515418
2016-01-10_13:00:00,172.76669561716764,144.26019084033499,28.506504776832664,14.253728543282435,-162.4772906149462
